nomcom;numdep;insee;geo_point_2d;geo_shape;shape_leng;shape_area
Frémécourt;95;95254;49.1234959164, 1.99347687153;"{""type"": ""Polygon"", ""coordinates"": [[[1.991133630382485, 49.10806679059511], [1.989016381484119, 49.10918197986911], [1.975343857098752, 49.124604035792245], [1.9820719819381, 49.130820435029676], [2.000269375996585, 49.135738545711845], [2.011322436728187, 49.131720723429524], [2.002205792179683, 49.11559535122005], [1.991133630382485, 49.10806679059511]]]}";8466.32455255;4619278.99999
Tacoignières;78;78605;48.8331353956, 1.66523067684;"{""type"": ""Polygon"", ""coordinates"": [[[1.656204439236224, 48.82148255680226], [1.652073565555278, 48.823199039687424], [1.658914411297187, 48.84163414446019], [1.670258449557492, 48.84458509205783], [1.676740332424756, 48.84048348124857], [1.677094539458584, 48.83189752182909], [1.67243044518797, 48.82672785377826], [1.656204439236224, 48.82148255680226]]]}";6973.28258163;3095018.00001
Dannemois;91;91195;48.4597288126, 2.46450828384;"{""type"": ""Polygon"", ""coordinates"": [[[2.468439836011122, 48.44407508225695], [2.444672047430658, 48.45263887700134], [2.441995942878931, 48.46902679440355], [2.445053291047977, 48.4754375162822], [2.460309448330519, 48.47469816129173], [2.484617826320275, 48.461428598752875], [2.499641403077456, 48.459054848224525], [2.497940704914491, 48.45726638241756], [2.468439836011122, 48.44407508225695]]]}";12039.442829;8380436.99999
Bobigny;93;93008;48.907688244, 2.43863982727;"{""type"": ""Polygon"", ""coordinates"": [[[2.427724040274605, 48.895887633133064], [2.414487867030127, 48.904897687631944], [2.410056995680059, 48.916692770600214], [2.413493843692188, 48.91926364381447], [2.456591346840314, 48.910977524018364], [2.47521437825704, 48.91641135374978], [2.469861405218488, 48.90476886899786], [2.441283286623944, 48.898280874118626], [2.427724040274605, 48.895887633133064]]]}";12507.8151788;6967286.99999
Trappes;78;78621;48.7750019561, 1.99344014312;"{""type"": ""Polygon"", ""coordinates"": [[[1.991707355222887, 48.747564467954724], [1.973475056444613, 48.75341764067781], [1.978059992020163, 48.759636366573304], [1.973507485349807, 48.76560579477487], [1.976015743946484, 48.77230136582261], [1.970907900700632, 48.78565941542001], [1.985935301151127, 48.79964836079833], [1.986479116290324, 48.799688951126484], [1.994386896370796, 48.799117143945715], [2.022284832390669, 48.78526336244538], [2.008908229674405, 48.76789260351025], [2.011238394654445, 48.761966455103774], [1.991707355222887, 48.747564467954724]]]}";15395.9862861;13767277.0
Osmoy;78;78475;48.8640021137, 1.71710528225;"{""type"": ""Polygon"", ""coordinates"": [[[1.716446665799903, 48.85492053285945], [1.705221892354181, 48.86014227173367], [1.70185337525734, 48.865673293225406], [1.719877707684332, 48.87227138342212], [1.729202260876186, 48.871219483603575], [1.727488283890878, 48.85933778282258], [1.716446665799903, 48.85492053285945]]]}";6151.11960693;2543646.0
Saint-Martin-des-Champs;77;77423;48.7883444526, 3.33427084633;"{""type"": ""Polygon"", ""coordinates"": [[[3.31769319094345, 48.75662460037964], [3.318960322236025, 48.77700162248335], [3.313374366783429, 48.782700545264326], [3.329374155907534, 48.79481717036795], [3.319537349313622, 48.80234466046181], [3.328384105239303, 48.81054091615143], [3.342729239369629, 48.809457387321096], [3.359374007387939, 48.79835522288003], [3.353833311177874, 48.78632903706921], [3.348756223990106, 48.786281005807375], [3.339178050681185, 48.77847490264827], [3.323604095433069, 48.757795947822565], [3.31769319094345, 48.75662460037964]]]}";15743.4650201;9802645.99998
Dugny;93;93030;48.9503408732, 2.4238637503;"{""type"": ""Polygon"", ""coordinates"": [[[2.417537018801962, 48.93962520793827], [2.404448297419839, 48.951323385587195], [2.407383751620951, 48.956131020318175], [2.418836102606606, 48.9577517933419], [2.447520177189905, 48.9558011047882], [2.435032843427174, 48.94508660548683], [2.417537018801962, 48.93962520793827]]]}";8082.14343316;3846345.0
Obsonville;77;77342;48.2165551692, 2.56864950435;"{""type"": ""Polygon"", ""coordinates"": [[[2.564511756182848, 48.19965997306065], [2.560308765038422, 48.209794174155576], [2.541021265311439, 48.22176909312054], [2.542288072207185, 48.223195679199414], [2.560504942606641, 48.22826766564545], [2.585043807300659, 48.226232878906984], [2.59031140757162, 48.21032493646937], [2.564511756182848, 48.19965997306065]]]}";10674.6266914;6679196.99999
Brie-Comte-Robert;77;77053;48.6920490316, 2.6140606052;"{""type"": ""Polygon"", ""coordinates"": [[[2.597657740600991, 48.66637073774805], [2.593339784305333, 48.6645841055526], [2.584410191801359, 48.66732371457632], [2.584074003883712, 48.6771538351125], [2.580375775135249, 48.689481601152934], [2.571646658999661, 48.69202303722506], [2.577676761373485, 48.69901536084509], [2.574345135090998, 48.70100031418579], [2.59486950236924, 48.702007216840265], [2.61518582057583, 48.716609558573715], [2.616798004962261, 48.71362859518839], [2.649840967674313, 48.71543008305956], [2.655502289589823, 48.71024778156747], [2.644499678852368, 48.70337970003979], [2.640462698233879, 48.69365349083029], [2.639541111165652, 48.68346879540598], [2.65214746078104, 48.677263927221816], [2.65402667194369, 48.67037043826094], [2.644608309959961, 48.667419433613304], [2.638897754485173, 48.680246755360926], [2.628997270463455, 48.68194334220156], [2.618045629518198, 48.67496484831799], [2.603181637715935, 48.67212792954827], [2.597657740600991, 48.66637073774805]]]}";24068.0765851;20036146.0
Noisy-le-Grand;93;93051;48.8361825401, 2.56443736814;"{""type"": ""Polygon"", ""coordinates"": [[[2.592266872483779, 48.807436629376056], [2.570077286043196, 48.815111463213626], [2.568498586779144, 48.81828053964305], [2.568665749021452, 48.82441479634644], [2.53665448757524, 48.83851387979085], [2.537155233528009, 48.84196032721488], [2.515648757769381, 48.85138127056583], [2.520833540929802, 48.85218457346885], [2.559971947599503, 48.853917742055664], [2.566918063489676, 48.85772029141542], [2.573836357337155, 48.85338335537369], [2.586280886618702, 48.834253025891684], [2.595795003166613, 48.81426583101425], [2.592266872483779, 48.807436629376056]]]}";18075.2591038;12985066.0
Condé-sur-Vesgre;78;78171;48.7324954071, 1.67372721841;"{""type"": ""Polygon"", ""coordinates"": [[[1.711462847802544, 48.736224311291124], [1.71470179321193, 48.713473774670256], [1.713298469893236, 48.71029221683438], [1.709667520860228, 48.71256485927565], [1.695734433635401, 48.71311501284664], [1.69458565071241, 48.723186440896356], [1.686117425952445, 48.72688960412231], [1.653141174475263, 48.734941801306306], [1.638670847384862, 48.73184510198874], [1.621261595117607, 48.72733637855027], [1.617935496026035, 48.72970872759044], [1.620243968770583, 48.73600534471112], [1.622704864698767, 48.740153712417246], [1.635667427507723, 48.74426956401304], [1.675093053798596, 48.74340028937781], [1.711462847802544, 48.736224311291124]]]}";19577.1757507;11372846.0
Pontoise;95;95500;49.0513737853, 2.09487928948;"{""type"": ""Polygon"", ""coordinates"": [[[2.090658278412783, 49.02396659779458], [2.084204716663622, 49.03169595942076], [2.085450417543997, 49.03783821805331], [2.072221766486022, 49.04716964872211], [2.094814772148465, 49.07026289974964], [2.090414716566817, 49.07221690961495], [2.099192484833477, 49.06957643352722], [2.107287033212759, 49.06125626429504], [2.120222347793852, 49.065029415223194], [2.126523773736603, 49.063825495887045], [2.10051725460273, 49.04605401787115], [2.095793873352152, 49.03607311914538], [2.090658278412783, 49.02396659779458]]]}";15149.9977025;7416105.5
Celle-sur-Morin (la);77;77063;48.7964965898, 2.97175354301;"{""type"": ""Polygon"", ""coordinates"": [[[2.982187937436108, 48.7743771443035], [2.972187025454762, 48.77341289055167], [2.96536387333674, 48.78242293319217], [2.955292228172885, 48.78315708084394], [2.952986335632617, 48.78965869304807], [2.961000216379607, 48.793960579465896], [2.965097812301924, 48.81395469086821], [2.973645437624485, 48.82245575538869], [2.983178900031269, 48.823968380745384], [2.978389615779794, 48.81173642257371], [2.982491478470302, 48.802482672470305], [2.982187937436108, 48.7743771443035]]]}";13808.5483632;7278123.99999
Paray-Vieille-Poste;91;91479;48.7241848219, 2.3598349385;"{""type"": ""Polygon"", ""coordinates"": [[[2.353874105420105, 48.70178183888006], [2.351677731478892, 48.70247151116365], [2.354001955719584, 48.71562533875657], [2.344130876678571, 48.716938673758136], [2.349134352054041, 48.72229087145896], [2.345661895503723, 48.731446318158405], [2.353948215118505, 48.738660051053486], [2.369347417928474, 48.74607283234522], [2.37043736305298, 48.727864836593774], [2.370706732277136, 48.720175922532974], [2.369306110029071, 48.70782790708772], [2.355793865582264, 48.704787462200784], [2.353874105420105, 48.70178183888006]]]}";12219.9599369;6043752.50001
Faremoutiers;77;77176;48.7783722685, 3.00021735955;"{""type"": ""Polygon"", ""coordinates"": [[[3.020414797597255, 48.74911268108736], [3.013778068803989, 48.750858478274914], [2.992816654164662, 48.764556913091575], [2.982187937436108, 48.7743771443035], [2.982491478470302, 48.802482672470305], [2.990496236739641, 48.80628788160853], [3.005446330583738, 48.806746809485226], [3.002463859600791, 48.79393993612859], [3.006927964883039, 48.78799490222801], [3.015701414055329, 48.7693768401968], [3.026254179194916, 48.75833941231617], [3.020414797597255, 48.74911268108736]]]}";15893.5967761;10886778.0
Ormoy;91;91468;48.5732357153, 2.45777798707;"{""type"": ""Polygon"", ""coordinates"": [[[2.456355291836143, 48.5638753819719], [2.442294558670334, 48.57719579971013], [2.4695700366914, 48.5785528987209], [2.473848917558093, 48.5777083214034], [2.456355291836143, 48.5638753819719]]]}";6162.55893639;1871287.0
Gometz-la-Ville;91;91274;48.672349947, 2.10961593577;"{""type"": ""Polygon"", ""coordinates"": [[[2.119636139507848, 48.65189801691855], [2.09930416150599, 48.660255692675904], [2.097108850220798, 48.66629292632964], [2.089099941422778, 48.67389596415392], [2.091167209037982, 48.683113832593094], [2.082078805056039, 48.685454923512815], [2.089331407912931, 48.69804070884829], [2.097852607663972, 48.694030699529364], [2.11224330567985, 48.691530111881825], [2.103727402409846, 48.683433778658944], [2.104030692105934, 48.67683360089596], [2.113415557047549, 48.67608519350657], [2.121591817423226, 48.68015755615426], [2.138656349758428, 48.66510716928051], [2.134431349506232, 48.66603006078738], [2.136912127604576, 48.660533954834555], [2.132652364897826, 48.65538470454981], [2.119636139507848, 48.65189801691855]]]}";16624.8009558;9698239.99998
Aigremont;78;78007;48.9008380509, 2.0153630611;"{""type"": ""Polygon"", ""coordinates"": [[[1.998373858656251, 48.891402317944284], [1.995659510862976, 48.89423955993381], [2.001322657780332, 48.89979100547116], [2.014347784259484, 48.90495327844518], [2.022166133594169, 48.913606123781214], [2.02702864134118, 48.91261147098433], [2.026951435811333, 48.89557714738078], [2.022540729614208, 48.8936615669374], [2.012652511885662, 48.89579287035776], [1.998373858656251, 48.891402317944284]]]}";7923.61073468;2745241.50002
Bondoufle;91;91086;48.6140476567, 2.38002541357;"{""type"": ""Polygon"", ""coordinates"": [[[2.39857007664951, 48.607126803299714], [2.394039789429094, 48.608282231292925], [2.389124307415381, 48.60290483834727], [2.374794543044362, 48.60235369098442], [2.371609215101455, 48.59992613493438], [2.362191410663451, 48.601486242605446], [2.359384389610767, 48.618076711934584], [2.372269441464584, 48.620655023853], [2.375578101613812, 48.62650137138038], [2.383529495995756, 48.629978978217075], [2.399270549079666, 48.624104543166744], [2.395050861490257, 48.618218249586036], [2.401094046011729, 48.61296853067566], [2.400059408721653, 48.6097339849166], [2.39857007664951, 48.607126803299714]]]}";10900.5171439;6724730.00001
Ecouen;95;95205;49.0260643173, 2.38485695599;"{""type"": ""Polygon"", ""coordinates"": [[[2.363647080160659, 49.00957385403516], [2.363450476008522, 49.020039713964564], [2.363865819303775, 49.02184933381385], [2.374985603554153, 49.0374280080276], [2.382904573946702, 49.042018886489416], [2.399577207921419, 49.0397205280787], [2.409546642243276, 49.02420480790412], [2.38966234722041, 49.01402520513978], [2.379580096293231, 49.01346995792689], [2.363647080160659, 49.00957385403516]]]}";10998.8938465;7708316.99998
Blennes;77;77035;48.2449362017, 3.01197543789;"{""type"": ""Polygon"", ""coordinates"": [[[3.012805147826033, 48.22210192577594], [3.005990454299092, 48.209424544048616], [2.997119365209323, 48.206347390604], [2.988961494790424, 48.209019276615294], [2.981798491506765, 48.213184392926145], [2.982213653425646, 48.219653883544915], [2.986387060887172, 48.22169693545852], [2.989572130791423, 48.252532315052164], [3.003085857317935, 48.26294290044043], [2.998867945196058, 48.268746321753206], [3.007735710443391, 48.26876406915271], [3.015716238385263, 48.27625815852445], [3.02496255468021, 48.27601363800035], [3.043761948468315, 48.27192333579046], [3.047569546976992, 48.24969796098642], [3.032642098522823, 48.248893240224625], [3.012805147826033, 48.22210192577594]]]}";21160.2769822;20367755.0
Saint-Maurice;94;94069;48.8184921372, 2.4374501342;"{""type"": ""Polygon"", ""coordinates"": [[[2.454651973942729, 48.813507487938416], [2.450787280216401, 48.81582817592106], [2.419588735738925, 48.81691294395159], [2.419985643502435, 48.82408288251119], [2.429882219759825, 48.82335701501594], [2.436690797869694, 48.81846971395918], [2.461247496771534, 48.818349044057626], [2.462855873856018, 48.815577215752555], [2.454651973942729, 48.813507487938416]]]}";7723.03982455;1452385.5
Créteil;94;94028;48.7837401836, 2.45463530415;"{""type"": ""Polygon"", ""coordinates"": [[[2.473544737890494, 48.76177796764242], [2.468329082369069, 48.76228551963371], [2.466568851064256, 48.76546160118295], [2.442927277322444, 48.77140673297802], [2.435570211859142, 48.76723489590302], [2.428031410379869, 48.77603126356534], [2.432746023437764, 48.7867296701856], [2.449732444819682, 48.80351080776514], [2.464016168795708, 48.807362108940865], [2.474862668584059, 48.787641696484556], [2.472760018362516, 48.770777629695466], [2.476455106581771, 48.76458794161463], [2.473544737890494, 48.76177796764242]]]}";14408.8239992;11100985.0
Courtry;77;77139;48.9167295268, 2.60299399479;"{""type"": ""Polygon"", ""coordinates"": [[[2.612488578801799, 48.9043349840447], [2.592368235040986, 48.90770349754218], [2.58904882532244, 48.909976353227634], [2.592341722831451, 48.92502361661402], [2.602598431431983, 48.929356602780615], [2.61621197244171, 48.92478769965079], [2.612488578801799, 48.9043349840447]]]}";7866.02497704;4078003.5
Rosny-sous-Bois;93;93064;48.8745763768, 2.4863404591;"{""type"": ""Polygon"", ""coordinates"": [[[2.496392095141792, 48.85990845268808], [2.481534079339179, 48.861409850048986], [2.480615064384122, 48.86745838292002], [2.471635526074947, 48.86975734112054], [2.46476104729599, 48.87807255709601], [2.47663957400258, 48.888665093180926], [2.486801956303965, 48.88703635491009], [2.495247867860518, 48.88375378145926], [2.499162552063105, 48.877969611871315], [2.509129986812812, 48.87792096462157], [2.496392095141792, 48.85990845268808]]]}";10134.9159069;5996774.99999
Chevry-en-Sereine;77;77115;48.2486077465, 2.96038387712;"{""type"": ""Polygon"", ""coordinates"": [[[2.982213653425646, 48.219653883544915], [2.972641382421888, 48.21801445569601], [2.973324633822925, 48.22475395050551], [2.969310669335565, 48.22684045520781], [2.920578079076326, 48.23487071666479], [2.929068114080745, 48.27116337319126], [2.946507825850627, 48.27128951311326], [2.958995884321811, 48.26113632724637], [2.990107136247452, 48.273334620608644], [2.998867945196058, 48.268746321753206], [3.003085857317935, 48.26294290044043], [2.989572130791423, 48.252532315052164], [2.986387060887172, 48.22169693545852], [2.982213653425646, 48.219653883544915]]]}";21997.1356214;22715067.5
Moret-sur-Loing;77;77316;48.365092921, 2.81172585849;"{""type"": ""Polygon"", ""coordinates"": [[[2.793781300405696, 48.34346880425311], [2.794036645128217, 48.34719401040799], [2.802335199396488, 48.36212508297958], [2.796334524789714, 48.370733920164675], [2.813557647689977, 48.37643925717178], [2.81485658657986, 48.37956317761285], [2.823448377102824, 48.382860104002646], [2.827979434211062, 48.37673996607535], [2.822431259173861, 48.360087616537804], [2.816240206841728, 48.35462604131628], [2.798811584700986, 48.347975957877374], [2.793781300405696, 48.34346880425311]]]}";11285.6530267;5234299.50001
